ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
GW-AR-240,DAVENPORT ROAD EXTENSION,Gwinnett County,2010,City of Duluth,0,2,0.3,0004486,FROM HILL STREET/HARDY INDUSTRIAL DRIVE TO MAIN STREET/HARDY INDUSTRIAL DRIVE,Dropped,General Purpose Roadway Capacity,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2009,SAFETEA-LU Earmark,"$800,000","$0,000","$200,000","$0,000","$1,000,000","$1,152,900","$0,000","$288,225","$0,000","$1,441,125"
GW-AR-240,DAVENPORT ROAD EXTENSION,Gwinnett County,2010,City of Duluth,0,2,0.3,0004486,FROM HILL STREET/HARDY INDUSTRIAL DRIVE TO MAIN STREET/HARDY INDUSTRIAL DRIVE,Dropped,General Purpose Roadway Capacity,Exempt from Air Quality Analysis (40 CFR 93),PE-LCI,AUTH,2003,STP-Urban Setaside for LCI Projects,"$42,258","$0,000","$10,565","$0,000","$52,823","$1,152,900","$0,000","$288,225","$0,000","$1,441,125"
GW-AR-240,DAVENPORT ROAD EXTENSION,Gwinnett County,2010,City of Duluth,0,2,0.3,0004486,FROM HILL STREET/HARDY INDUSTRIAL DRIVE TO MAIN STREET/HARDY INDUSTRIAL DRIVE,Dropped,General Purpose Roadway Capacity,Exempt from Air Quality Analysis (40 CFR 93),ROW-LCI,AUTH,2007,STP-Urban Setaside for LCI Projects,"$0,000","$0,000","$0,000","$0,000","$0,000","$1,152,900","$0,000","$288,225","$0,000","$1,441,125"
GW-AR-240,DAVENPORT ROAD EXTENSION,Gwinnett County,2010,City of Duluth,0,2,0.3,0004486,FROM HILL STREET/HARDY INDUSTRIAL DRIVE TO MAIN STREET/HARDY INDUSTRIAL DRIVE,Dropped,General Purpose Roadway Capacity,Exempt from Air Quality Analysis (40 CFR 93),CST-LCI,  ,2009,STP-Urban Setaside for LCI Projects,"$310,642","$0,000","$77,660","$0,000","$388,302","$1,152,900","$0,000","$288,225","$0,000","$1,441,125"
