ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-ML-600,I-75 SOUTH MANAGED LANES,Regional - Central,2020,GDOT,2,2,3.4,TBD,FROM SR 166 (LANGFORD PARKWAY) TO C.W. GRANT PARKWAY,Programmed,Roadway / Managed Lanes,In the Region's Air Quality Conformity Analysis,PE,  ,2014,Toll Revenue Bonds,"$0,000","$0,000","$0,000","$2,304,000","$2,304,000","$0,000","$0,000","$0,000","$40,504,000","$40,504,000"
AR-ML-600,I-75 SOUTH MANAGED LANES,Regional - Central,2020,GDOT,2,2,3.4,TBD,FROM SR 166 (LANGFORD PARKWAY) TO C.W. GRANT PARKWAY,Programmed,Roadway / Managed Lanes,In the Region's Air Quality Conformity Analysis,ROW,  ,2016,Toll Revenue Bonds,"$0,000","$0,000","$0,000","$8,800,000","$8,800,000","$0,000","$0,000","$0,000","$40,504,000","$40,504,000"
AR-ML-600,I-75 SOUTH MANAGED LANES,Regional - Central,2020,GDOT,2,2,3.4,TBD,FROM SR 166 (LANGFORD PARKWAY) TO C.W. GRANT PARKWAY,Programmed,Roadway / Managed Lanes,In the Region's Air Quality Conformity Analysis,UTL,  ,2017,Toll Revenue Bonds,"$0,000","$0,000","$0,000","$600,000","$600,000","$0,000","$0,000","$0,000","$40,504,000","$40,504,000"
AR-ML-600,I-75 SOUTH MANAGED LANES,Regional - Central,2020,GDOT,2,2,3.4,TBD,FROM SR 166 (LANGFORD PARKWAY) TO C.W. GRANT PARKWAY,Programmed,Roadway / Managed Lanes,In the Region's Air Quality Conformity Analysis,CST,  ,2017,Toll Revenue Bonds,"$0,000","$0,000","$0,000","$28,800,000","$28,800,000","$0,000","$0,000","$0,000","$40,504,000","$40,504,000"
