ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
PA-015C,BILL CARRUTH PARKWAY - PHASE 3,Paulding County,2030,Paulding County,2,4,1.3,N/A,FROM NEBO ROAD TO SR 92 (HIRAM DOUGLASVILLE HIGHWAY),Programmed,Roadway / General Purpose Capacity,In the Region's Air Quality Conformity Analysis,PE,  ,2012,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$300,000","$0,000","$300,000","$6,000,000","$1,500,000","$500,000","$0,000","$8,000,000"
PA-015C,BILL CARRUTH PARKWAY - PHASE 3,Paulding County,2030,Paulding County,2,4,1.3,N/A,FROM NEBO ROAD TO SR 92 (HIRAM DOUGLASVILLE HIGHWAY),Programmed,Roadway / General Purpose Capacity,In the Region's Air Quality Conformity Analysis,ROW,  ,2014,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$200,000","$0,000","$200,000","$6,000,000","$1,500,000","$500,000","$0,000","$8,000,000"
PA-015C,BILL CARRUTH PARKWAY - PHASE 3,Paulding County,2030,Paulding County,2,4,1.3,N/A,FROM NEBO ROAD TO SR 92 (HIRAM DOUGLASVILLE HIGHWAY),Programmed,Roadway / General Purpose Capacity,In the Region's Air Quality Conformity Analysis,CST,  ,LR 2018-2030,General Federal Aid - 2018-2040,"$6,000,000","$1,500,000","$0,000","$0,000","$7,500,000","$6,000,000","$1,500,000","$500,000","$0,000","$8,000,000"
