ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
DO-AR-BP072B,MALONE ROAD SIDEWALKS,Douglas County,2020,Douglas County,N/A,N/A,0.80,0009390,FROM SR 92 (DALLAS HIGHWAY) TO HUNTERS RIDGE DRIVE,Completed,Last Mile Connectivity / Pedestrian Facility,Exempt from Air Quality Analysis (40 CFR 93),PE,AUTH,2009,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$327,000","$0,000","$327,000","$419,200","$0,000","$431,800","$0,000","$851,000"
DO-AR-BP072B,MALONE ROAD SIDEWALKS,Douglas County,2020,Douglas County,N/A,N/A,0.80,0009390,FROM SR 92 (DALLAS HIGHWAY) TO HUNTERS RIDGE DRIVE,Completed,Last Mile Connectivity / Pedestrian Facility,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2011,STP - Urban (>200K) (ARC),"$419,200","$0,000","$104,800","$0,000","$524,000","$419,200","$0,000","$431,800","$0,000","$851,000"
