ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
FN-173B,WESTSIDE PARKWAY: SEGMENT 2 - ROCK MILL ROAD / OLD ROSWELL ROAD,Fulton County (North),2010,City of Alpharetta,2,4,0.4,752970-,AT FOE KILLER CREEK,Programmed,Bridge Capacity,In the Region's Air Quality Conformity Analysis,PE,AUTH,AUTH,Bridge (Off-System),"$0,000","$0,000","$0,000","$0,000","$0,000","$9,604,800","$5,200,600","$1,200,000","$0,000","$16,005,400"
FN-173B,WESTSIDE PARKWAY: SEGMENT 2 - ROCK MILL ROAD / OLD ROSWELL ROAD,Fulton County (North),2010,City of Alpharetta,2,4,0.4,752970-,AT FOE KILLER CREEK,Programmed,Bridge Capacity,In the Region's Air Quality Conformity Analysis,ROW,AUTH,2007,Bridge (Off-System),"$1,023,200","$255,200","$0,000","$0,000","$1,278,400","$9,604,800","$5,200,600","$1,200,000","$0,000","$16,005,400"
FN-173B,WESTSIDE PARKWAY: SEGMENT 2 - ROCK MILL ROAD / OLD ROSWELL ROAD,Fulton County (North),2010,City of Alpharetta,2,4,0.4,752970-,AT FOE KILLER CREEK,Programmed,Bridge Capacity,In the Region's Air Quality Conformity Analysis,ROW,AUTH,2007,SAFETEA-LU Earmark,"$4,800,000","$0,000","$1,200,000","$0,000","$6,000,000","$9,604,800","$5,200,600","$1,200,000","$0,000","$16,005,400"
FN-173B,WESTSIDE PARKWAY: SEGMENT 2 - ROCK MILL ROAD / OLD ROSWELL ROAD,Fulton County (North),2010,City of Alpharetta,2,4,0.4,752970-,AT FOE KILLER CREEK,Programmed,Bridge Capacity,In the Region's Air Quality Conformity Analysis,CST,AUTH,2008,GA Department of Transportation Funds,"$0,000","$4,000,000","$0,000","$0,000","$4,000,000","$9,604,800","$5,200,600","$1,200,000","$0,000","$16,005,400"
FN-173B,WESTSIDE PARKWAY: SEGMENT 2 - ROCK MILL ROAD / OLD ROSWELL ROAD,Fulton County (North),2010,City of Alpharetta,2,4,0.4,752970-,AT FOE KILLER CREEK,Programmed,Bridge Capacity,In the Region's Air Quality Conformity Analysis,CST,AUTH,2008,Bridge (Off-System),"$3,781,600","$945,400","$0,000","$0,000","$4,727,000","$9,604,800","$5,200,600","$1,200,000","$0,000","$16,005,400"
