ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
CH-AR-231,I-575 NORTH,Cherokee County,2010,GDOT,N/A,N/A,N/A,611270-,AT SR 20 (MAIN STREET / CUMMING HIGHWAY),Under Contract,Interchange Capacity,In the Region's Air Quality Conformity Analysis,PE,AUTH,AUTH,National Highway System,"$0,000","$0,000","$0,000","$0,000","$0,000","$29,093,704","$7,413,344","$0,000","$0,000","$36,507,048"
CH-AR-231,I-575 NORTH,Cherokee County,2010,GDOT,N/A,N/A,N/A,611270-,AT SR 20 (MAIN STREET / CUMMING HIGHWAY),Under Contract,Interchange Capacity,In the Region's Air Quality Conformity Analysis,ROW,AUTH,2006,National Highway System,"$1,531,200","$382,800","$0,000","$0,000","$1,914,000","$29,093,704","$7,413,344","$0,000","$0,000","$36,507,048"
CH-AR-231,I-575 NORTH,Cherokee County,2010,GDOT,N/A,N/A,N/A,611270-,AT SR 20 (MAIN STREET / CUMMING HIGHWAY),Under Contract,Interchange Capacity,In the Region's Air Quality Conformity Analysis,CST,AUTH,2007,National Highway System,"$27,562,504","$7,030,544","$0,000","$0,000","$34,593,048","$29,093,704","$7,413,344","$0,000","$0,000","$36,507,048"
