ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-452B,BELTLINE CORRIDOR MULTI-USE TRAIL AND STREETSCAPES - CORRIDOR DESIGN LINKING LINDBERGH CENTER TO INMAN PARK TO WEST END TO HOWELL STATION TO LINDBERGH CENTER - PRELIMINARY ENGINEERING (SEE ALSO AR-450 SERIES),City of Atlanta,2020,City of Atlanta,N/A,N/A,N/A,0009394,,Programmed,Bicycle/Pedestrian Facility,Exempt from Air Quality Analysis (40 CFR 93),PE,AUTH,2010,STP - Urban (>200K) (ARC),"$2,169,930","$0,000","$512,483","$0,000","$2,682,413","$4,497,303","$0,000","$1,094,326","$0,000","$5,591,629"
AR-452B,BELTLINE CORRIDOR MULTI-USE TRAIL AND STREETSCAPES - CORRIDOR DESIGN LINKING LINDBERGH CENTER TO INMAN PARK TO WEST END TO HOWELL STATION TO LINDBERGH CENTER - PRELIMINARY ENGINEERING (SEE ALSO AR-450 SERIES),City of Atlanta,2020,City of Atlanta,N/A,N/A,N/A,0009394,,Programmed,Bicycle/Pedestrian Facility,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2011,STP - Urban (>200K) (ARC),"$2,327,373","$0,000","$581,843","$0,000","$2,909,216","$4,497,303","$0,000","$1,094,326","$0,000","$5,591,629"
