ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-445-2013,REGIONAL TRAFFIC SIGNAL FULL UPGRADE AND REPAIR - FY 2013,Regional,2020,GDOT,N/A,N/A,N/A,0007790,,Delete,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,GRV BONDS (GARVEE Bond Program),"$0,000","$0,000","$0,000","$11,200,000","$11,200,000","$0,000","$0,000","$0,000","$11,200,000","$11,200,000"
