ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
HE-177,SR 81 INTERSECTION IMPROVEMENTS,Henry County,2020,GDOT,N/A,N/A,0.4,332945,AT KEYS FERRY ROAD,Programmed,Roadway Operational Upgrades,Exempt from Air Quality Analysis (40 CFR 93),CST,AUTH,2010,ARRA - Urban (>200K) (ARC),"$828,043","$0,000","$0,000","$0,000","$828,043","$828,043","$0,000","$0,000","$0,000","$828,043"
