ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
DO-AR-208,I-20 WEST,Douglas County,2010,GDOT,4,6,N/A,712930-,AT SR 92 (FAIRBURN ROAD),Under Contract,Interchange Capacity,In the Region's Air Quality Conformity Analysis,PE,AUTH,2003,GRV BONDS (GARVEE Bond Program),"$0,000","$0,000","$0,000","$0,000","$0,000","$6,796,800","$1,699,200","$0,000","$24,537,692","$33,033,692"
DO-AR-208,I-20 WEST,Douglas County,2010,GDOT,4,6,N/A,712930-,AT SR 92 (FAIRBURN ROAD),Under Contract,Interchange Capacity,In the Region's Air Quality Conformity Analysis,PE,AUTH,2003,Interstate Maintenance,"$0,000","$0,000","$0,000","$0,000","$0,000","$6,796,800","$1,699,200","$0,000","$24,537,692","$33,033,692"
DO-AR-208,I-20 WEST,Douglas County,2010,GDOT,4,6,N/A,712930-,AT SR 92 (FAIRBURN ROAD),Under Contract,Interchange Capacity,In the Region's Air Quality Conformity Analysis,ROW,AUTH,2003,Interstate Maintenance,"$0,000","$0,000","$0,000","$0,000","$0,000","$6,796,800","$1,699,200","$0,000","$24,537,692","$33,033,692"
DO-AR-208,I-20 WEST,Douglas County,2010,GDOT,4,6,N/A,712930-,AT SR 92 (FAIRBURN ROAD),Under Contract,Interchange Capacity,In the Region's Air Quality Conformity Analysis,ROW,AUTH,2006,National Highway System,"$6,796,800","$1,699,200","$0,000","$0,000","$8,496,000","$6,796,800","$1,699,200","$0,000","$24,537,692","$33,033,692"
DO-AR-208,I-20 WEST,Douglas County,2010,GDOT,4,6,N/A,712930-,AT SR 92 (FAIRBURN ROAD),Under Contract,Interchange Capacity,In the Region's Air Quality Conformity Analysis,CST,AUTH,2007,GRV BONDS (GARVEE Bond Program),"$0,000","$0,000","$0,000","$5,084,000","$5,084,000","$6,796,800","$1,699,200","$0,000","$24,537,692","$33,033,692"
DO-AR-208,I-20 WEST,Douglas County,2010,GDOT,4,6,N/A,712930-,AT SR 92 (FAIRBURN ROAD),Under Contract,Interchange Capacity,In the Region's Air Quality Conformity Analysis,CST,AUTH,2007,State Advance Construction Bonds,"$0,000","$0,000","$0,000","$19,453,692","$19,453,692","$6,796,800","$1,699,200","$0,000","$24,537,692","$33,033,692"
