ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-450C,BELTLINE CORRIDOR MULTI-USE TRAIL AND STREETSCAPES,City of Atlanta,2020,City of Atlanta,N/A,N/A,3.95,0009394,FROM GLENWOOD PARK TO ALLENE AVENUE,Programmed,Multi-Use Bike / Ped Facility,Exempt from Air Quality Analysis (40 CFR 93),ROW,  ,2012,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$8,551,750","$0,000","$8,551,750","$0,000","$0,000","$17,783,888","$0,000","$17,783,888"
AR-450C,BELTLINE CORRIDOR MULTI-USE TRAIL AND STREETSCAPES,City of Atlanta,2020,City of Atlanta,N/A,N/A,3.95,0009394,FROM GLENWOOD PARK TO ALLENE AVENUE,Programmed,Multi-Use Bike / Ped Facility,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$9,232,138","$0,000","$9,232,138","$0,000","$0,000","$17,783,888","$0,000","$17,783,888"
