ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
CO-335B,TRAFFIC SIGNAL RETIMING PROGRAM - FY 2010,Cobb County,2020,Cobb County,N/A,N/A,N/A,0006797,,Programmed,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),PE,  ,2009,Local Jurisdiction/Municipality Funds,"$0,000","$0,000","$300,000","$0,000","$300,000","$1,016,000","$0,000","$2,484,000","$0,000","$3,500,000"
CO-335B,TRAFFIC SIGNAL RETIMING PROGRAM - FY 2010,Cobb County,2020,Cobb County,N/A,N/A,N/A,0006797,,Programmed,ITS-Other,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2010,Congestion Mitigation and Air Quality,"$1,016,000","$0,000","$2,184,000","$0,000","$3,200,000","$1,016,000","$0,000","$2,484,000","$0,000","$3,500,000"
