ARCID,Description,Jurisdiction,ModelingNetworkYear,Sponsor,ExistLanes,ProposedLanes,Length,GDOTPI,Limits,Status,ProjectType,Analysis,Phase,PhaseStatus,FiscalYear,FundSource,Federal,State,Local,Bond,Total,FederalSum,StateSum,LocalSum,BondSum,TotalSum
AR-450A,BELTLINE CORRIDOR MULTI-USE TRAIL AND STREETSCAPES,City of Atlanta,2020,City of Atlanta,N/A,N/A,3.75,0009394,FROM LINDBERGH CENTER TO 10TH STREET / MONROE DRIVE,Programmed,Multi-Use Bike / Ped Facility,Exempt from Air Quality Analysis (40 CFR 93),ROW,  ,2012,STP - Urban (>200K) (ARC),"$740,000","$0,000","$185,000","$0,000","$925,000","$1,310,479","$0,000","$299,096","$0,000","$1,609,575"
AR-450A,BELTLINE CORRIDOR MULTI-USE TRAIL AND STREETSCAPES,City of Atlanta,2020,City of Atlanta,N/A,N/A,3.75,0009394,FROM LINDBERGH CENTER TO 10TH STREET / MONROE DRIVE,Programmed,Multi-Use Bike / Ped Facility,Exempt from Air Quality Analysis (40 CFR 93),CST,  ,2013,STP - Urban (>200K) (ARC),"$570,479","$0,000","$114,096","$0,000","$684,575","$1,310,479","$0,000","$299,096","$0,000","$1,609,575"
